Característica_1,Característica_2,Etiqueta_Real
9.19283682621324,1.948583070778618,-1
2.3878017958022184,-3.7681717420675644,-1
5.733896279731705,-1.0751737966209114,-1
7.122953197708871,10.275589121812805,-1
3.9353020736780993,-1.9480715678001697,-1
2.3802471503459306,3.949928895550164,-1
2.238883308052406,-2.6900312772980617,-1
2.1432985003775427,2.3402440069495434,-1
3.174924293083729,3.391812951846844,-1
6.351746789526086,7.727174066864841,-1
-0.8104137708452928,-2.65927549768696,-1
2.6511004772423985,0.06656792656644966,-1
8.18503445814795,2.7009764926129725,-1
0.34212591399015474,-0.9682792608579341,-1
4.342379194647852,4.861083312492756,-1
4.0756561753460305,2.9770611803676816,-1
0.2300550157100052,-1.5647577252734433,-1
4.418010915982989,1.418670333419514,-1
4.948703550565112,-4.114333524964809,-1
-1.237063356955228,-0.18821495375647507,1
-1.578161234812174,0.5728081925090146,1
-3.557336373550013,1.662949903624244,1
4.733210788209759,3.3049637282937727,-1
4.208524209049898,-5.128366513937131,-1
4.9496320739837385,-1.5437522881334131,-1
7.0985628549120525,2.0186103371086306,-1
3.51026260397183,2.171625115644836,-1
3.064053886063118,-1.876552347687516,-1
4.007264143655831,0.5372421605295618,-1
1.7153097265431418,-1.5237050229684252,-1
6.059445513505045,-0.7571774508791143,-1
2.9022361049997762,4.005295512374858,-1
4.554782688815774,0.33753615390505487,-1
4.990602722476017,-1.1325889056920784,-1
2.9853407889708534,0.7584232425067502,-1
2.7663691577777527,-0.35435594247278096,-1
1.296198765020818,0.913196276238874,-1
-3.749313395938483,-1.41347311764252,1
-0.9980689008800878,-3.351292923173814,-1
0.7652641153962589,0.8862439528803258,-1
-2.1509534707304176,-1.9239916158362222,-1
-0.09333138656721524,2.260752006193166,-1
9.087999677261315,2.018673099337023,-1
0.9904537655030474,0.984930020381699,-1
-0.2935465509280985,-0.13709909082096444,-1
5.380940406937093,-0.13487697768516616,-1
-4.581936672186453,1.484220317772353,1
1.7000068868371638,2.352271793659259,-1
-2.1364452772841007,0.09582960948792937,1
-1.567478997208158,-1.2084332137934013,1
-3.5429055574637482,-1.2824955784727416,1
-3.1578140501813756,-1.6889585955389248,1
-3.4504885435159105,-0.49821871415012675,1
3.3025509513789872,-1.1309378049443044,-1
-0.6746192855718274,-2.1164097168640006,-1
-2.858158440046537,0.15272313623647238,1
4.648738872436686,-2.310332570251561,-1
2.176862882229085,0.9721160460019883,-1
-3.7214589928321997,-1.7876416504638903,1
-4.135962943789873,2.403792485458971,1
-2.3858356631344604,2.7576581297264005,1
-2.5788832519685077,3.1386719227438515,1
4.759112153866084,3.0116805063752268,-1
-2.314132249371503,3.2679896792372247,1
1.691607923168992,1.5406765571043688,-1
1.8123054050069205,0.7227401911782764,-1
-2.785924756666447,2.3106487123078043,1
-3.5186483396476467,-0.6583094692607147,1
4.330002649084511,9.20252568573464,1
-3.261279472772398,-0.9378381203565245,1
2.7045961726303522,-4.437141769618717,-1
-0.3078557704769263,7.387812177121236,1
5.503705315293614,0.9383254150997191,-1
-0.36170919269359275,0.1197390863470649,-1
-2.6299766385631766,-0.6973093686124092,1
1.4281675928953448,-1.9671014119007757,-1
-0.8345178814910357,1.9656048643396296,1
6.230896511902652,0.9200695426759815,-1
11.668714648329653,4.748617202409895,-1
-2.021577658435545,-0.254899833970914,1
-1.6383849373649804,1.7159491138762522,1
1.1674616110726175,2.5145158500054547,1
10.769242819274343,-2.257982898105892,-1
5.034811085482777,0.7744091563670906,-1
-2.1744643095462064,0.49687798482025997,1
3.288235384718604,-1.6682370620503841,-1
0.6076079451777677,0.16221452495228145,-1
3.583563626063654,-2.2066618391548687,-1
-0.9341581043944106,0.9277014809302199,1
1.2596046473494287,1.0155770702513442,1
-1.5882639721786012,-1.6196568284204422,1
0.2524975675268155,-0.5313515472449268,-1
-2.847431586696069,-2.8936475984331023,1
-1.9649501129379232,-0.9651569880786818,1
2.775865569002565,0.5580005267658683,-1
4.396227954702615,-2.12350771215689,-1
-2.5920828278053167,0.21363392991247637,1
-3.904338150152879,1.1900666337939887,1
-2.8182312131423446,0.3678839812776127,1
0.6162808698250983,0.6389116690076546,-1
-0.432860220816548,-1.3920442987733146,-1
-4.555028840448154,3.5287860178790886,1
-3.4481835412175097,-1.4246224557112588,1
-2.115960264030481,1.8493736050196112,1
-2.6913522049621306,1.4200617399417936,1
3.2139167651773715,4.046756222649359,-1
-0.7492713563495645,1.7976385171322926,1
-3.159006037414681,-1.0357494268216727,1
13.056121858663445,0.9815132263977592,-1
-2.22867981344222,0.6674106363804392,1
-2.4928310356116086,2.598686267995718,1
-0.10335042641398978,2.2801435368568264,1
3.591294118690594,3.926333155212097,1
-1.348948682872253,3.556225100465865,1
-2.5101176755585968,3.2513195035015023,1
-2.0460295724518565,0.30488486674437537,1
-2.097069169448723,3.667095883545263,1
3.1105276933521786,1.5693895561962357,-1
4.956725570002294,2.384846218716713,-1
0.8510142626646747,-2.306735367528009,-1
-2.9659992066225724,0.3715064822522391,1
3.3341331980203517,-1.325557354123657,-1
12.894612133968957,2.316622464394248,-1
-0.7707436775320119,-0.06410921999256589,1
-2.202515523782405,-0.7356052301956376,1
-3.143412245602705,-1.8774090266692658,1
-0.6388804999703281,-0.9113660287979909,-1
1.919133422648503,-3.5380823683878653,-1
1.4088683633928145,1.3049294063552928,1
4.643691316587364,-1.4820171693910265,-1
-1.8774673636140546,1.423230644037805,1
1.43206942679744,-1.049603949088592,-1
1.3526270253942867,-1.1541414717290008,-1
-0.7091148317236289,-1.5682323235088815,1
2.171416018303971,-2.826260726123749,-1
-1.9768403553186402,-0.41938744691848545,-1
-2.6007895040208733,-0.48233546749432393,1
-3.2580073594688925,-0.4183214056953902,1
3.7820264555802705,0.8603815975237671,-1
-1.992034722145423,1.329355172505466,1
-5.015008689975808,0.5746999790548178,1
1.3450204377376294,-1.2747709560422436,-1
-2.455968810688047,0.8984552923634691,1
-1.8372816695174305,-0.09102676545715423,1
-4.34648971222862,-0.893572266190139,1
-0.7328129161437673,3.7021823827951077,1
2.3999978431541784,4.837988819756904,-1
0.3930986639316581,1.0830680630279448,1
-0.41232781279562203,-0.3896313170982983,1
-3.0499249404514632,-2.2377845222719026,1
-1.4425637316070985,0.30587044946826286,1
0.08318610261276946,7.150359800006224,1
7.093306714189301,12.573194228678522,1
-3.7434045429961773,0.25050152676715454,1
-0.9691728143623528,0.9449443023490566,1
-2.41871990812296,0.005552412982823455,1
4.100787726595185,-0.37880382017235065,-1
-0.751603005535431,-3.0706486584844255,1
-3.654646528253544,-0.6746487418500206,1
-4.68021157601284,-1.1038572475926978,1
-0.597781766613771,1.7856508751060598,1
3.387330764641095,-2.911037107173832,-1
6.149886189966099,-2.017652754781072,-1
-1.3250313470426633,1.469294024533133,1
5.494152797674743,-4.165829305476931,-1
-2.9974032071314873,-2.7388610518598133,1
-4.386732721106603,0.006872281278995696,1
1.2136346121479058,-2.0390389573793266,-1
5.069661081475343,-1.7851523342604958,-1
-1.9777014396332284,-1.8427794206398058,1
-2.5148764188899873,0.11425229888415181,1
-0.9474878917479519,-1.6847535464245227,-1
2.8193683434660453,1.2651031321636586,-1
-3.483986298020005,1.6196919825568967,1
-4.658729577966129,-0.22291481503257932,1
-5.351618114936626,1.02675785860536,1
1.1708977789054364,7.014486578698098,1
2.956301867144236,0.7064218520962705,-1
-4.975702062159754,-3.386204867391144,1
-4.0640256587401415,-1.2461661741984262,1
9.51266984416636,-5.603484192726065,-1
9.00716552629228,0.5810310772838675,-1
0.7588784847610709,-1.6085325756435815,-1
-2.6593596153532895,0.5399358008970768,1
-0.39001898105892063,-0.9892423529287845,-1
-3.889065527186774,0.816071710775006,1
0.3648761518407601,-3.574461225928527,-1
-2.8358909181565206,-0.39872969401219294,1
-3.3102836207396287,0.1557411949852028,1
-3.3573044025551804,-1.103732423566446,1
6.523116620292795,8.011169611598756,-1
-1.7177351761078488,-0.5431655272763881,1
-5.565735898981081,-0.47784757880725837,1
1.7796614892323557,2.7765871696774105,-1
2.611484893160504,1.5614217091492746,-1
-2.819038509611935,-0.9701105669674902,1
2.498438877723981,2.2784828520976146,-1
1.2770271752993358,-2.4432589642737836,-1
3.4731973428500718,-2.277848910042781,-1
1.2566751119853168,0.3823932643718844,-1
-1.4734313692163155,0.11689025652657195,1
1.6494606959340627,-2.1022910706395805,-1
9.036589480305238,-0.6551728250902163,-1
4.554590064788043,3.0866391558881205,-1
-0.7811899668984481,0.6528492587504983,1
-0.2230926067840128,-0.7018214902322871,-1
-3.4548953860958402,1.3069387228364104,1
0.4465443964174101,-2.7877077407683055,-1
0.3144382259614609,2.0775607279208277,1
-2.0591919425453904,-2.4727877878058253,1
4.808969244731833,-3.029102967389786,-1
-2.998710528238175,-0.39677802824528313,1
12.28501975954144,-7.543410169305488,-1
3.372196590643687,2.5878254279793214,-1
2.508766311622553,2.614648477541322,-1
1.3180684765426318,2.154479501117753,-1
-0.38875629875561546,2.2767978947393956,1
-2.7569329912570337,1.0868346854768556,1
4.943581014506628,-2.84832445773252,-1
4.298077329827858,-4.666275179129381,-1
-2.3735018019750123,-0.7334025639778906,1
-0.9671903116026496,0.4384381816155845,1
-2.975798787940902,1.8109737757240079,1
1.8032470204666649,0.16646095723338275,-1
-2.4783595123722173,-1.4185764468645436,1
-0.8260392924374974,-1.2502474730589617,1
-3.89469732833955,0.538570744503389,1
-0.3895780902174106,-0.6144154700225473,1
-1.4573213567984835,-0.2017267570099069,1
2.755568001153735,3.4657736038397093,-1
3.257254673478813,-0.12520049203442213,-1
-4.0191402405641705,-1.3542473809817714,1
-3.6764132931673608,-1.2916290603284635,1
3.3163241134467736,-3.9391522592523875,-1
-4.03660736175797,1.1625461079531378,1
-2.334233350230232,-1.3489797321876607,1
8.403847113457502,-4.15390477661247,-1
2.647568633083634,-3.9511729514875666,-1
-0.6817688659204051,-1.135991130616262,1
3.3502957906354194,-2.154570026662631,-1
-2.227720518819692,-1.2149996868114272,1
-4.477584655730472,-1.7411293624733244,1
1.3226214188389336,4.789476583869907,1
-1.8500898601405187,-1.5841281496577797,1
3.79556564182497,-1.0262326419361372,-1
-2.2813180992395043,2.0776859796729346,1
-3.2287701182773785,-1.1720734786955231,1
1.0259007876487467,2.3612619443209333,1
-2.582555837281682,0.7292131140786878,1
-2.485883225506347,0.4605964026824252,1
7.143842039052904,-2.07484223262004,-1
-3.032481140772596,-0.6494687998577653,1
7.085010648787638,0.5282231716862027,-1
1.3140990035987594,-1.775425831262452,-1
3.711649514779732,-2.807477110609505,-1
0.4604790908477575,0.3941662885214331,-1
6.3926499205349385,-1.8230941633210396,-1
5.255544949778233,3.894530989824522,-1
8.733861502953992,3.2798773749529504,-1
3.691317880228505,1.0656460674271755,-1
3.3782508726958804,-3.3712278920426098,-1
-0.840209653836929,-3.500085032183259,-1
3.2843726199731593,-0.9906732009428209,-1
-1.908768928136378,-3.1219458054749283,-1
1.6147819253559204,-2.4745733478734415,-1
6.6197263468368694,-6.003276417553643,-1
-1.4646759334587796,1.6866318141555754,1
-2.012152428518768,-1.1034865581448545,1
-2.2843402520706415,0.009493639196513248,1
-0.7397430856449514,3.1525206050711514,1
-4.506562510681532,-3.169272587873535,1
-3.1587543014074164,0.41030179496855973,1
7.676149471669645,-3.0753063039954465,-1
-3.63913596715944,1.589587064029626,1
0.33734549264383207,-3.1443734576469224,-1
-1.2765833791515429,0.8490529834604228,1
-4.346014054230488,-0.32197805680139724,1
0.017430791487398928,-3.459343291202758,-1
-3.4924260372868634,-2.634082400764153,1
-1.8665488536842096,-0.9020642096825104,1
4.960268117827969,-1.341123047390108,-1
-2.470722685223373,-0.138026264337831,1
3.785060102923416,-1.9019074162696983,-1
2.637255777272226,0.5771549958415233,-1
-1.3726850236666182,0.005805461425115261,1
-4.1388825732590675,-1.3765082402979782,1
-0.6869402913907849,1.6950096246206936,1
-4.312129582742901,-1.9784861330658439,1
0.403309421376484,3.7234340036404285,1
-3.0036057953214286,0.35416022745786613,1
3.134008205440029,4.273459558439521,1
-0.41783686688185084,-0.8085765710523068,1
-1.4202231350821128,1.3939781131568854,1
-2.870588347786153,-0.2686445091440117,1
-3.3658457040713716,-0.8076006153541796,1
-3.3150001548360724,-1.4421762294498763,1
-4.769710159700073,-0.5429618596413303,1
-2.3858827584205997,-0.8241155709057312,-1
-2.7870960094311137,-2.5330340029384857,1
-3.3938417715182947,0.7539639569981561,1
6.5902359433444255,-1.484862449914257,-1
-1.4553305178966356,0.5919428677399601,1
7.1829331020862615,0.05514606018737889,-1
-3.57883540344704,0.8915829916265122,1
-3.057032641873496,-0.1792133862651416,1
-3.0744358315608595,-0.3060584354626207,1
-3.8535397332557153,-1.5247264225853259,1
-5.390256393774108,0.5562555046188563,1
-4.657682334494779,-3.0653874336643385,1
-4.027542388108066,-2.5429070434441403,1
-3.347821941610211,-0.06856304781817613,1
