Dim_Táctica,Dim_Acción,Etiqueta_Real,Valor_Decisión,Predicción,Multiplicador_Lagrange_Alpha,Es_Vector_Soporte
-0.9469022300962032,0.7706609715084886,1.0,0.3420945451266988,1.0,9.99999998511185,True
0.9854335033180184,0.08066761564023027,1.0,0.8097495409908579,1.0,9.999999947981447,True
-0.6320794633762321,-0.16001654736273194,1.0,0.6399079086179871,1.0,9.999999972454841,True
-0.7961156426679096,-0.1707878872296239,1.0,0.6089586546249364,1.0,9.999999975007583,True
0.5854270023579096,1.1936913261539055,1.0,0.47035866724067366,1.0,9.999999978659561,True
0.35369858455081765,0.5612947704973427,1.0,0.6267933001393748,1.0,9.999999969207932,True
0.5817157134460984,0.2594800964502748,1.0,0.7301747462899717,1.0,9.999999956124919,True
0.6193306553297042,-1.0473412608011246,1.0,0.9798444876821999,1.0,9.999999515198397,True
0.24273197861235718,-0.09004042849560141,1.0,0.7687268296909153,1.0,9.99999995000208,True
-0.6627078532117262,-0.7792812750810152,1.0,0.748816327900272,1.0,9.999999961320592,True
1.1837138207166846,0.3808923231258043,1.0,0.7533851862537926,1.0,9.999999951762248,True
0.4757471293713826,-0.32352134608497507,1.0,0.8450640574068191,1.0,9.99999992480218,True
0.8506075015253144,-1.037926281245631,1.0,1.0000000000000302,1.0,2.766156176270121,True
0.32154687919597774,1.0136569414754741,1.0,0.4938677063467565,1.0,9.999999978205112,True
-0.22182280483045946,0.10534048726001574,1.0,0.655767839647925,1.0,9.99999996966972,True
-0.4632699495520316,0.8375417048600224,1.0,0.42153372182917437,1.0,9.999999982576941,True
-0.23660368890035652,0.07915962142914346,1.0,0.6593204072194805,1.0,9.999999969519092,True
0.21332349756928137,-0.4723863510989153,1.0,0.840683729184966,1.0,9.999999927470506,True
-0.18766913695989057,0.06458573589823406,1.0,0.6707780565572969,1.0,9.999999968591823,True
0.20533490460425244,0.42600688890833804,1.0,0.6425369148434188,1.0,9.999999968552528,True
-0.426564196887353,-0.6538466529264886,1.0,0.772630893880998,1.0,9.999999956383554,True
-0.2785314862189089,0.1577522200508795,1.0,0.6339432125710411,1.0,9.999999971436614,True
-0.1413186539152752,0.5613003840572306,1.0,0.5551681660775276,1.0,9.999999976410317,True
-0.20590827805822137,0.13731960456979939,1.0,0.6509795901821906,1.0,9.99999996989892,True
-0.897071976213812,0.4623815319100791,1.0,0.43785474254732515,1.0,9.999999982628857,True
0.5331425015888889,-0.6265320946230699,1.0,0.9065612224406827,1.0,9.999999888511908,True
0.962196931125811,0.399396399661507,1.0,0.7322641881190464,1.0,9.999999955534012,True
-0.6233199469198578,0.12468127365753355,1.0,0.5783228772638598,1.0,9.999999976523238,True
-1.0905050882866156,-0.9576085640229426,1.0,0.684956083856683,1.0,9.9999999693581,True
0.13512137635079335,-0.08854677181188988,1.0,0.7537547577342973,1.0,9.999999954260167,True
-0.5759870936021061,-0.06510572395383879,1.0,0.630452303170439,1.0,9.999999972945474,True
0.18861243384881884,-0.05844724310408855,1.0,0.7546629711535211,1.0,9.99999995353632,True
1.5426640926208672,0.6434626614464091,1.0,0.7055923063273422,1.0,9.999999959871817,True
1.4925792872939925,-0.2265346272131488,1.0,0.9050586573379227,1.0,9.99999993264953,True
0.1292280325355672,-0.2509564891883566,1.0,0.7866677774773012,1.0,9.999999944810284,True
0.5793354844715023,-0.7409684296563991,1.0,0.9303787049725845,1.0,9.999999846328134,True
-0.4187065459779554,1.1895654746270403,1.0,0.3219729707805974,1.0,9.9999999850249,True
1.064137294830714,0.3021302120588719,1.0,0.7641969917700953,1.0,9.999999950216056,True
-0.15490524620340604,-0.7882627139877825,1.0,0.8408356092112794,1.0,9.999999932368999,True
-0.40273502402815375,0.4628574584206383,1.0,0.5362755035159061,1.0,9.999999978206349,True
0.348195775536135,0.340948618404959,1.0,0.6827792392129493,1.0,9.999999965026984,True
-0.9535620703502068,0.047079244478478104,1.0,0.5273842579567392,1.0,9.999999979486155,True
1.5238077518034594,0.19648379629981244,1.0,0.8158685779238235,1.0,9.9999999358984,True
0.8968876567802396,-0.5513111481236885,1.0,0.9284853949213066,1.0,9.999999881112718,True
0.0010585130954278918,0.686318159524504,1.0,0.5434828413725046,1.0,9.999999976598215,True
-0.5190959195747477,0.18105270195312873,1.0,0.5850965899418878,1.0,9.999999975845613,True
-0.7135300196911171,0.6438400841662972,1.0,0.4276533006795957,1.0,9.999999982742754,True
-0.9875489503334051,0.06827164053468701,1.0,0.5149806863094168,1.0,9.999999980024047,True
-1.0864963129424146,-0.19643967297416284,1.0,0.5506408622869094,1.0,9.99999997850972,True
0.46189645603289176,0.803999965602354,1.0,0.5732164658908177,1.0,9.999999973077799,True
0.9682564292241199,-0.38607389705771084,1.0,0.9043880593893769,1.0,9.999999873897002,True
0.31238353097198984,-0.16875678756362983,1.0,0.794316960506704,1.0,9.999999942928833,True
-0.022513387283203956,-0.1863742263669559,1.0,0.7513886940718826,1.0,9.999999956489994,True
1.187978314459521,-0.9963674757425508,1.0,1.018576059763148,1.0,6.111260752848087e-07,False
-0.9895739175413765,-0.4518123657311113,1.0,0.6231828233826828,1.0,9.99999997432738,True
0.08565655315997053,-0.15858620127073556,1.0,0.7615578971048911,1.0,9.999999953065426,True
-0.012031885589924601,0.14995083854324587,1.0,0.6788055713467387,1.0,9.999999967217295,True
-0.10308471164049043,0.5162390280636917,1.0,0.5733278067772483,1.0,9.999999975125181,True
-0.20824538830440545,-0.061905530226524993,1.0,0.6955569460956044,1.0,9.999999966843399,True
-0.0166815615307227,0.6573006497032716,1.0,0.5487920702371281,1.0,9.999999976350598,True
-0.3725298417118473,0.48193519700070064,1.0,0.5367247290152961,1.0,9.999999978106917,True
-0.1445038923138314,0.7277607575663554,1.0,0.5088704190250464,1.0,9.999999978791795,True
0.4587604669437616,-0.9472847993892552,1.0,0.9486122582342125,1.0,9.999999814456201,True
-0.11228452748073973,0.015354486546914209,1.0,0.6940586972526828,1.0,9.999999966509908,True
-0.05052762507063657,1.507975086734023,1.0,0.2793897940586223,1.0,9.999999985464466,True
-0.3757726410557878,0.026185221322058555,1.0,0.647289009756963,1.0,9.999999970946366,True
0.5159803576312959,0.2575214066719085,1.0,0.723321595681611,1.0,9.99999995771875,True
0.4279124851240763,-1.0562778010571467,1.0,0.960336512183317,1.0,9.999999746732444,True
0.898789135554424,0.20803467022207242,1.0,0.7733386491943148,1.0,9.999999947348366,True
1.2768669559020551,0.04456461435909753,1.0,0.8377866700678467,1.0,9.99999999611146,True
0.57276450267451,-0.6890188670915017,1.0,0.9212520367357548,1.0,9.999999876898952,True
0.9159139736483216,0.5783840164133154,1.0,0.6822667367101358,1.0,9.999999962886031,True
0.4021237737410775,0.05987690138960868,1.0,0.7560075868042753,1.0,9.999999951968064,True
0.8774639131199538,-0.748061580804126,1.0,0.9596034638625359,1.0,9.9999997377369,True
-0.35843469960345875,-0.5630951735742717,1.0,0.7689580960825371,1.0,9.999999956561556,True
-1.0141021696440191,-2.998815756512646,-1.0,0.8359369688788023,1.0,9.999999994730352,True
0.29985793189068743,-3.8790895878913307,-1.0,1.0195320627202826,1.0,9.999999995222751,True
2.863792123679008,1.9489716666920072,-1.0,0.30056212065061116,1.0,9.999999992439292,True
-2.1327288539313467,2.8076590786776303,-1.0,-0.7350373954780154,-1.0,9.999999963110655,True
2.3034045972783987,2.4410081102700407,-1.0,0.12075673931079978,1.0,9.999999991226204,True
2.012460649093296,-2.2490345141129024,-1.0,1.1504526723743789,1.0,9.99999999549623,True
-1.9715339328321284,-2.4169118321708125,-1.0,0.5828352146546587,1.0,9.999999993844538,True
-2.1518270734910923,3.3460506474844327,-1.0,-1.0000000089030596,-1.0,8.287763089178151,True
2.949569355949238,1.6306412927007723,-1.0,0.407453038963583,1.0,9.999999993016992,True
-1.522457962434405,2.4105321142440026,-1.0,-0.38315721550106163,-1.0,9.999999984127697,True
-1.6290595926071125,3.2052986899600793,-1.0,-0.7759900946798475,-1.0,9.99999995691126,True
-0.5083080360466228,-2.71035454182852,-1.0,0.9394421268694111,1.0,9.999999995023689,True
-1.9668975999475673,-1.9720584908128407,-1.0,0.5628225318444589,1.0,9.999999993782478,True
2.6692654106203415,-2.102845827405348,-1.0,1.1255572400674099,1.0,9.999999995432237,True
-2.5101428525643104,0.14298511220217197,-1.0,0.07149116816820644,1.0,9.999999990970075,True
2.3973501969048936,3.0530765930458506,-1.0,-0.14042138921076597,-1.0,9.999999988636842,True
-0.8000576402924192,-4.051080338114586,-1.0,0.8251055930222586,1.0,9.99999999468911,True
0.7275488944315067,-3.828706761394373,-1.0,1.0679988741927944,1.0,9.999999995335475,True
