Característica_1,Característica_2,Etiqueta_Real,Predicción_SVM,Clasificación_Correcta,Votos_Clase_0,Votos_Clase_1,Votos_Clase_2,Votos_Clase_3,Votos_Clase_4
1.888810942384386,3.015070911518246,0,0,True,4.0,2.0,1.0,0.0,3.0
0.15459549843540338,3.353810018080493,0,0,True,4.0,2.0,1.0,0.0,3.0
1.1081120824455228,3.12551641154608,0,0,True,4.0,2.0,1.0,0.0,3.0
2.5156922259626446,3.3931470644112243,0,0,True,4.0,1.0,2.0,0.0,3.0
1.2184759132391203,2.8232088300285456,0,0,True,4.0,2.0,1.0,0.0,3.0
2.1359363686904738,4.034877943660345,0,0,True,4.0,2.0,1.0,0.0,3.0
2.2362781169174326,3.961558766555152,0,0,True,4.0,2.0,1.0,0.0,3.0
0.14637986306375195,3.6972038037377133,0,0,True,4.0,2.0,1.0,0.0,3.0
1.807520735042217,4.060475927709209,0,0,True,4.0,2.0,1.0,0.0,3.0
3.87422105179602,3.3998825760411107,0,0,True,4.0,1.0,2.0,1.0,2.0
3.4680165724167558,4.140957524049534,0,0,True,4.0,1.0,2.0,0.0,3.0
1.3267953528297198,3.663380941646664,0,0,True,4.0,2.0,1.0,0.0,3.0
1.383444290739217,4.084091681280494,0,0,True,4.0,2.0,1.0,0.0,3.0
2.014021702596738,3.3343631489483294,0,0,True,4.0,2.0,1.0,0.0,3.0
1.2324154394606932,3.324536064655781,0,0,True,4.0,2.0,1.0,0.0,3.0
2.6867047174375416,4.566155426841045,0,0,True,4.0,2.0,1.0,0.0,3.0
1.1577837124078698,4.323935365439741,0,0,True,4.0,2.0,1.0,0.0,3.0
1.7358186724417737,3.7173641266222455,0,0,True,4.0,2.0,1.0,0.0,3.0
3.0430137618485595,4.431162346607578,0,0,True,4.0,2.0,1.0,0.0,3.0
-0.08792095507395907,3.084709125875489,0,0,True,4.0,2.0,1.0,0.0,3.0
0.9978980120232681,4.7698539599139576,0,0,True,4.0,2.0,1.0,0.0,3.0
2.218896725123311,4.5442965287706985,0,0,True,4.0,2.0,1.0,0.0,3.0
-0.24346922591629977,4.703914335902103,0,0,True,4.0,2.0,1.0,0.0,3.0
1.0946471041032242,4.48663742236847,0,0,True,4.0,2.0,1.0,0.0,3.0
2.9063386571516414,4.355417230776366,0,0,True,4.0,2.0,1.0,0.0,3.0
1.415804732459303,4.244853683613818,0,0,True,4.0,2.0,1.0,0.0,3.0
0.8320279557786416,3.5641492785165045,0,0,True,4.0,2.0,1.0,0.0,3.0
1.910540944648041,4.1639034715892445,0,0,True,4.0,2.0,1.0,0.0,3.0
2.0889529026770464,2.9511873289077433,0,0,True,4.0,1.0,2.0,0.0,3.0
0.9735867444753784,3.0350713549220223,0,0,True,4.0,2.0,1.0,0.0,3.0
-1.7945416830159324,-0.7186464192705265,1,1,True,0.0,4.0,3.0,1.0,2.0
-4.396085576298003,-2.696837157103465,1,1,True,0.0,4.0,2.0,2.0,2.0
-3.9557002701141117,-2.691068122735138,1,1,True,0.0,4.0,2.0,2.0,2.0
-3.814907644733181,-1.688218724037458,1,1,True,0.0,4.0,3.0,1.0,2.0
-3.293711253621165,-1.54874749865902,1,1,True,0.0,4.0,3.0,1.0,2.0
-4.319284094075164,-1.808238289429222,1,1,True,0.0,4.0,3.0,1.0,2.0
-3.278667028719794,-0.9103061585048476,1,1,True,0.0,4.0,3.0,1.0,2.0
-3.5698608845333935,-2.263978427123563,1,1,True,0.0,4.0,2.0,2.0,2.0
-3.5371748303179955,-1.2315135396166212,1,1,True,0.0,4.0,3.0,1.0,2.0
-4.043774720305097,-2.1679664070174995,1,1,True,0.0,4.0,3.0,1.0,2.0
-2.667176944207253,0.14963881178482832,1,4,False,0.0,3.0,2.0,1.0,4.0
-1.0767737321236461,1.3855661332122888,1,4,False,2.0,3.0,1.0,0.0,4.0
-4.185952509661792,-2.9224736798805404,1,1,True,0.0,4.0,2.0,2.0,2.0
-4.544890011399085,-2.5336446263539774,1,1,True,0.0,4.0,2.0,2.0,2.0
-5.489783930014629,-3.054212418248435,1,1,True,0.0,4.0,2.0,2.0,2.0
-4.215268161325483,-3.214861277191732,1,1,True,0.0,4.0,2.0,2.0,2.0
-5.095501567284648,-2.5267706099942417,1,1,True,0.0,4.0,2.0,2.0,2.0
-4.39282340590797,-1.4041054017164674,1,1,True,0.0,4.0,3.0,1.0,2.0
-4.762584793602662,-2.4993467616037996,1,1,True,0.0,4.0,2.0,2.0,2.0
-4.395764552519549,-2.0317454350559974,1,1,True,0.0,4.0,3.0,1.0,2.0
-5.427853348351419,-2.9879260808617802,1,1,True,0.0,4.0,2.0,2.0,2.0
-3.4172941609597833,-3.353230214732724,1,1,True,0.0,3.0,3.0,3.0,1.0
-4.499787415917868,-3.006041713660251,1,1,True,0.0,4.0,2.0,2.0,2.0
-4.036123320621931,-2.0784801035300298,1,1,True,0.0,4.0,3.0,1.0,2.0
-4.66441244336495,-2.2305740543326515,1,1,True,0.0,4.0,3.0,1.0,2.0
-5.457457084037265,-1.735928867094253,1,1,True,0.0,4.0,3.0,1.0,2.0
-0.5382625531866605,-0.20165080419793893,1,2,False,0.0,3.0,4.0,1.0,2.0
-3.1860635736813667,-1.986325343214585,1,1,True,0.0,4.0,3.0,1.0,2.0
-2.655718865002996,-0.8888571495688473,1,1,True,0.0,4.0,3.0,1.0,2.0
0.4356362874337669,0.5763165932205448,1,2,False,2.0,3.0,4.0,0.0,1.0
