Característica_1,Característica_2,Etiqueta_Real,Predicción_SVM,Clasificación_Correcta,Margen_Modelo_Clase_0,Margen_Modelo_Clase_1,Margen_Modelo_Clase_2,Margen_Modelo_Clase_3,Margen_Modelo_Clase_4
1.888810942384386,3.015070911518246,0,0,True,0.8482145986123442,-4.923283490477271,-1.0569351090307997,-7.784728125253464,-4.2424345358379405
0.15459549843540338,3.353810018080493,0,0,True,0.1271424266828305,-3.9827712744134764,-1.912275637338075,-8.749449893008062,-0.9999999999999982
1.1081120824455228,3.12551641154608,0,0,True,0.4510650743158955,-4.481660359842415,-1.4413976069227434,-8.159219003788133,-2.8425469715650893
2.5156922259626446,3.3931470644112243,0,0,True,1.9724121200375642,-5.4802579393470126,-0.7547672954464524,-8.147892902738072,-4.702963669742985
1.2184759132391203,2.8232088300285456,0,0,True,0.012578301554498239,-4.4197954305583025,-1.38302735037926,-7.6985152480853625,-3.4480058215771203
2.1359363686904738,4.034877943660345,0,0,True,2.7937066120011522,-5.520366827318494,-0.9500277395593741,-9.166375206802922,-3.186108310721435
2.2362781169174326,3.961558766555152,0,0,True,2.742745951164242,-5.551494923153086,-0.8997843599895923,-9.034151148233331,-3.4500833077316155
0.14637986306375195,3.6972038037377133,0,0,True,0.7134104670545227,-4.1264969404466925,-1.9211208964099526,-9.240144610776163,-0.49875398439475127
1.807520735042217,4.060475927709209,0,0,True,2.59064357425488,-5.325544702941613,-1.1114665291335797,-9.294238524849721,-2.6268780300202934
3.87422105179602,3.3998825760411107,0,0,True,3.006715126561051,-6.33498982248037,-0.08853670577181916,-7.779156799461257,-6.856177328411345
3.4680165724167558,4.140957524049534,0,0,True,3.979496429908302,-6.401585358776973,-0.2981627329353067,-8.946300835447062,-5.1559885854708
1.3267953528297198,3.663380941646664,0,0,True,1.5436573234030888,-4.851965990768836,-1.3416817435093833,-8.863322649219896,-2.426067332672474
1.383444290739217,4.084091681280494,0,0,True,2.3121484429775307,-5.0698828656575365,-1.319796800132849,-9.445921649350549,-1.9181728965083717
2.014021702596738,3.3343631489483294,0,0,True,1.493342168315536,-5.140219770354278,-0.9999999999999716,-8.203987476476303,-3.98786704003866
1.2324154394606932,3.324536064655781,0,0,True,0.8880048976344241,-4.645884007141227,-1.383220876196372,-8.407668086447703,-2.757513706262573
2.6867047174375416,4.566155426841045,0,0,True,4.124923520787405,-6.096037475830958,-0.6873399198973225,-9.768632825506284,-3.3076748976529444
1.1577837124078698,4.323935365439741,0,0,True,2.5560732486630258,-5.03237456855825,-1.4338412994069891,-9.849890621128345,-1.2179590187314737
1.7358186724417737,3.7173641266222455,0,0,True,1.944701064536872,-5.131832060765593,-1.1418228940297723,-8.826199933255985,-3.000493559632366
3.0430137618485595,4.431162346607578,0,0,True,4.160246462840838,-6.26092126806957,-0.5106859601279723,-9.477409923843428,-4.06682716101902
-0.08792095507395907,3.084709125875489,0,0,True,-0.5196968490011002,-3.714043352552441,-2.027450184178125,-8.434244057646723,-0.9964641563371419
0.9978980120232681,4.7698539599139576,0,0,True,3.205050761867014,-5.125450730074739,-1.5185147921322937,-10.52864202831364,-0.3295043523279215
2.218896725123311,4.5442965287706985,0,0,True,3.7350510630893226,-5.793240155179422,-0.9164817137249415,-9.867815764537145,-2.5939952946111067
-0.24346922591629977,4.703914335902103,0,0,True,2.156801375250261,-4.318512685424402,-2.1264502307653608,-10.780545942113726,1.5530228851696997
1.0946471041032242,4.48663742236847,0,0,True,2.789252516337477,-5.063326060876015,-1.4670899600909308,-10.098882708121621,-0.8861487089129767
2.9063386571516414,4.355417230776366,0,0,True,3.926677247732645,-6.142385571661272,-0.5766595089896676,-9.407738677257875,-3.9569181214601983
1.415804732459303,4.244853683613818,0,0,True,2.6138694619078535,-5.159870900795635,-1.3061792945541946,-9.665560891139222,-1.7411526294724968
0.8320279557786416,3.5641492785165045,0,0,True,1.000000000000007,-4.498720200254176,-1.5829614022210983,-8.859966293656022,-1.7794608242818057
1.910540944648041,4.1639034715892445,0,0,True,2.8466379539836026,-5.434980031584924,-1.0623880936365069,-9.412654357322893,-2.6438550230479105
2.0889529026770464,2.9511873289077433,0,0,True,0.8886613055704515,-5.021078122169261,-0.9578744978474187,-7.63813241527253,-4.651878686006327
0.9735867444753784,3.0350713549220223,0,0,True,0.1937525655082304,-4.358099491061342,-1.5061105986884868,-8.068041466003876,-2.7569577303897344
-1.7945416830159324,-0.7186464192705265,1,1,True,-8.366296050055725,-0.9950453121548453,-2.811168204788458,-3.50000562917555,-3.686338893553236
-4.396085576298003,-2.696837157103465,1,1,True,-13.737649240952038,1.493786227382234,-4.059419851232034,-1.4109013960816537,-2.356844811624681
-3.9557002701141117,-2.691068122735138,1,1,True,-13.396179838928127,1.2151589105222307,-3.843502570625933,-1.296470468564797,-3.0497405366345074
-3.814907644733181,-1.688218724037458,1,1,True,-11.559990511015908,0.6920992596892503,-3.788511019580481,-2.6836098128334394,-1.8482385122293108
-3.293711253621165,-1.54874749865902,1,1,True,-10.92701302127913,0.3048365187768667,-3.5348329001686123,-2.736838842848069,-2.479715858403135
-4.319284094075164,-1.808238289429222,1,1,True,-12.146746487411832,1.0603825351365082,-4.034212156876,-2.653362830121285,-1.2158862792075542
-3.278667028719794,-0.9103061585048476,1,1,True,-9.814193708328988,0.018610031452990228,-3.5364074614979755,-3.6407006000614754,-1.596061797565028
-3.5698608845333935,-2.263978427123563,1,1,True,-12.36887302921278,0.7880706247428613,-3.6602472491629587,-1.7964709897638205,-3.0568516547615356
-3.5371748303179955,-1.2315135396166212,1,1,True,-10.562969678439527,0.3199552478796761,-3.6586946402497613,-3.255837212510404,-1.6411418881349373
-4.043774720305097,-2.1679664070174995,1,1,True,-12.559980780914232,1.0435939239682028,-3.8940368095209337,-2.065001334497092,-2.1658868710761308
-2.667176944207253,0.14963881178482832,1,1,True,-7.525163413825158,-0.8243353798525277,-3.251351056721507,-4.977969265913109,-1.062747175411002
-1.0767737321236461,1.3855661332122888,1,4,False,-4.19560044369781,-2.3573659428406106,-2.48862973219435,-6.292933956121356,-1.8376946181636242
-4.185952509661792,-2.9224736798805404,1,1,True,-13.96875152598167,1.4598543858787743,-3.953190453988018,-1.031463202609702,-3.0121419457831937
-4.544890011399085,-2.5336446263539774,1,1,True,-13.568113358962353,1.516336712245618,-4.134693356764338,-1.6844474079364957,-1.887953377313206
-5.489783930014629,-3.054212418248435,1,1,True,-15.177545436534992,2.334485057584068,-4.590840286333886,-1.2071761382916755,-1.1237108749478626
-4.215268161325483,-3.214861277191732,1,1,True,-14.495272329067166,1.6049990380412567,-3.9634686715352583,-0.6237657889362911,-3.381127742338652
-5.095501567284648,-2.5267706099942417,1,1,True,-13.97074672196246,1.8585956939136992,-4.404851211439164,-1.8475556965245552,-1.0016032865031672
-4.39282340590797,-1.4041054017164674,1,1,True,-11.504860883999562,0.931282308534735,-4.075948870082302,-3.248637394129523,-0.5242980819962106
-4.762584793602662,-2.4993467616037996,1,1,True,-13.672817434808584,1.6379639117504503,-4.241948291614854,-1.7938515510050692,-1.4926238821036968
-4.395764552519549,-2.0317454350559974,1,1,True,-12.589933812813701,1.205237177774091,-4.068589521441147,-2.3567678674654093,-1.411865264370796
-5.427853348351419,-2.9879260808617802,1,1,True,-15.016562000787427,2.266915770230483,-4.561394443419626,-1.2842086850689913,-1.1280725781004222
-3.4172941609597833,-3.353230214732724,1,1,True,-14.133294239870725,1.1646503051523034,-3.570141548067335,-0.2047488863787983,-4.848213269584909
-4.499787415917868,-3.006041713660251,1,1,True,-14.349181043508366,1.6928627176146094,-4.105946830385779,-0.9999999999999929,-2.6313140921925644
-4.036123320621931,-2.0784801035300298,1,1,True,-12.399831398768628,0.9999999999999432,-3.8915389252915684,-2.1901464322941644,-2.0508547394725696
-4.66441244336495,-2.2305740543326515,1,1,True,-13.135204681384703,1.4598835299548085,-4.197566382446057,-2.1487867995482457,-1.2668292975564235
-5.457457084037265,-1.735928867094253,1,1,True,-12.87879341261435,1.742679408946433,-4.593472128834805,-3.073160520036264,0.698888945174966
-0.5382625531866605,-0.20165080419793893,1,1,True,-6.528620381090206,-2.006886727137468,-2.2022443757644345,-3.885483293706471,-4.951387344423218
-3.1860635736813667,-1.986325343214585,1,1,True,-11.600924433997395,0.4270503658242575,-3.4758978435644465,-2.084497402880479,-3.2731500130851767
-2.655718865002996,-0.8888571495688473,1,1,True,-9.3082409819846,-0.3812840875205801,-3.231167472928679,-3.4977320572251154,-2.557308498074245
0.4356362874337669,0.5763165932205448,1,2,False,-4.453265723265172,-2.9548159948239006,-1.7354809687306205,-4.720775301718409,-5.395888096789962
-0.20683582216965624,-0.5120787642927296,2,2,True,-6.8147039404772665,-2.0801099832770276,-2.0353343134155146,-3.3516695367878904,-5.920323994772136
3.5187877708643045,-0.9193759674288592,2,2,True,-4.712808722493751,-4.239532780561088,-0.20229551610528418,-1.7348811159686388,-12.430558131496536
3.9046595677385896,-1.1864670783153803,2,2,True,-4.883138284268085,-4.365682171994438,-0.009289233212091297,-1.247543517016009,-13.424564345819501
1.1363645822094484,-0.7033126463850338,2,2,True,-6.133493885826155,-2.8394019748605244,-1.3738456517470299,-2.705631359991277,-8.3305668503684
-0.990527753924019,-0.9586296883330703,2,1,False,-8.175085017179144,-1.3951266702787262,-2.4134536237419475,-2.9347813197852246,-5.3074943932785175
-2.0778172965157355,-1.0895607826773641,2,1,False,-9.219475682747193,-0.656620163063252,-2.944906305796203,-3.0513415165384283,-3.7626515923460895
-0.6643861773156323,-1.1717153123107018,2,1,False,-8.297203752217262,-1.5072384466127335,-2.2505009110118586,-2.5408887513007263,-6.129635722372573
-1.3124864497641529,-1.923298835934216,2,1,False,-10.081781866859776,-0.77502689537849,-2.5578381189115262,-1.6523956888198779,-6.16630174713513
