Característica_1,Característica_2,Etiqueta_Real,Predicción_SVM,Clasificación_Correcta,Margen_Modelo_Clase_0,Margen_Modelo_Clase_1,Margen_Modelo_Clase_2,Margen_Modelo_Clase_3,Margen_Modelo_Clase_4
1.4961847113204083,2.9594526891910005,1,4,False,-1.0,-0.8041599637490967,-1.0,-1.0,0.4253195327508008
-2.111681505368473,10.184940280745153,0,0,True,1.048906645560439,-1.0108636075915436,-1.0123276632560865,-1.0135420401829447,-1.008970366637867
1.315062526531122,5.180974072346139,4,4,True,-0.9998809918797179,-1.0,-1.000079481887738,-0.9999011483523699,0.9999999999999998
4.9489393050954185,1.8838345850213314,1,1,True,-0.9999330154751128,1.0388448599105296,-1.000024631260415,-0.9999317640475001,-1.0922659282320553
-8.630510645614592,7.785903771173308,3,3,True,-0.9998152184983841,-0.999927581795321,-1.0000050826988383,0.9999809416397225,-0.9999531192393607
-7.1477825335422915,-6.023309000365436,2,2,True,-0.9999142153803273,-0.9999666313464044,1.0001354336031731,-0.9999543334845447,-0.9998494500408752
-1.271998196057609,10.131822271137759,0,0,True,1.0001532934269255,-1.0001100908460747,-0.9999090841842726,-0.999807923775601,-0.9999648536694518
-3.065298854427705,8.455410423914014,0,0,True,1.0001316585438005,-0.9998763911965312,-0.9998982707636501,-0.9999335886929853,-0.9999225331724599
0.9099836689704761,4.0900211286467485,4,4,True,-1.0040575001048486,-1.0690893587227248,-1.0045782983102205,-1.0047541717125101,1.053985071441798
-8.15325914380421,8.686201683715423,3,3,True,-0.9999190216322464,-1.0000037805860509,-0.9999994261648603,0.9998871779159799,-0.9999770782793472
4.568887671279335,5.400409868582285,4,4,True,-0.9998975737301292,-0.962472336524888,-0.9999914844836176,-0.9999515078885589,-0.03615454601047485
4.581940284451695,1.8189461964939069,4,1,False,-0.9998538077229109,1.0535340395301585,-0.9999884151290741,-0.9999683629855525,-1.060109978804746
6.011266213646126,2.875489323164861,1,1,True,-0.999892905704016,0.9490185071839432,-0.9999987891619366,-0.9999222880388561,-0.9999237192611703
-10.278683445102942,6.922121432489565,3,3,True,-1.005896053115264,-1.0049539092338686,-1.0058917728251022,0.9998444001117284,-1.0040796214651448
-5.7235758360580835,-6.384772480952149,2,2,True,-0.9999559711625581,-1.00001595610832,1.0000766755232409,-0.9998669429140374,-0.9998041842874333
4.228621416395978,1.0104369608747894,1,1,True,-0.9998876331988129,1.0119389308570517,-0.9999977488624323,-0.9998890919416017,-1.0875595879979598
-7.693525640444168,8.10519241706566,3,3,True,-0.9999692744460968,-0.9999657178564476,-1.0000050927576005,0.9999315842814249,-0.999980216476543
2.9414339457676046,1.468395296622301,1,1,True,-0.9999484228589433,1.0000111599823729,-1.0000530216870227,-0.9998537860583692,-1.1627053608790068
-5.489312496342385,-7.864928375297999,2,2,True,-0.9998655675272198,-1.0000444585596864,0.9999833153349813,-0.9998944457068841,-0.9998913081210238
-7.982936272231834,-5.0201883072549,2,2,True,-0.9999491954807044,-0.9999341029652762,0.8793468199975072,-1.0000249966803474,-0.9999815614034137
-3.8903899159595134,9.465123750213127,0,0,True,1.0001140905467991,-0.9999933545572494,-0.9998847030815137,-1.0000989237997728,-0.9999308886647151
1.4942468508277953,4.318340248664218,4,4,True,-0.9999120760237646,-1.0398033210767288,-1.000032077321892,-1.000114608952273,0.9998978499891968
-9.854480218318097,5.505706245875666,3,3,True,-0.9999422889220326,-0.9999502836412086,-0.9999946405987743,0.97463785240544,-0.9999358272691113
-9.632471514358077,8.346442917254173,3,3,True,-1.001965439683258,-1.0024850371887033,-1.0030060408775754,0.9998258385682832,-1.0020923560044215
