Característica_1,Característica_2,Etiqueta_Real,Valor_Decisión,Variable_Holgura_Xi,Invasión_de_Margen,Predicción_SVM,Clasificación_Correcta
0.8375745487989336,1.9074818613137168,1.0,1.910213841284641,3.774758283725532e-14,False,1.0,True
0.5905849069017456,1.1439387932768579,1.0,1.1746932665269458,1.259903648120352e-13,False,1.0,True
-1.5501721010310225,0.45128159806988205,1.0,-0.776673185343938,1.7766731857832647,True,-1.0,False
-0.3432302702928711,-0.718813060423628,1.0,-0.8416256568152112,1.841625656952884,True,-1.0,False
-0.37815236692875076,0.16587655929918793,1.0,-0.2045321373313048,1.2045321377653269,True,-1.0,False
1.415902542356013,-0.826392717739564,1.0,0.25662428621747135,0.743375713736427,True,1.0,True
0.5306314925944174,0.01583056666642152,1.0,0.29230487153922846,0.7076951281258456,True,1.0,True
0.17232690563803915,1.5027578253046041,1.0,1.1623594482312045,1.1850190842056789e-13,False,1.0,True
1.038115437003926,1.8373981074427437,1.0,1.9922472386747547,5.10702591327572e-14,False,1.0,True
0.34549432075009956,-0.19594261167070304,1.0,0.01016316859931056,0.9898368311298115,True,1.0,True
0.2761411831195005,0.7424967912712216,1.0,0.6643173504648541,0.3356826494369798,True,1.0,True
0.676573358453711,-0.5843880722333665,1.0,-0.058028778700401046,1.0580287790943554,True,-1.0,False
0.5904897816278742,0.7282283301389052,1.0,0.8642690248956258,0.13573097513218166,True,1.0,True
3.0174740375339204,2.37684461128167,1.0,3.7210977489683517,4.529709940470639e-14,False,1.0,True
-0.35324335055882006,0.2126166384508239,1.0,-0.15294869798549532,1.1529486983042416,True,-1.0,False
-0.9634420018370031,-0.09070701396348646,1.0,-0.7882185552401296,1.7882185555617929,True,-1.0,False
0.8156050035903405,1.7058536208882336,1.0,1.7449635828254368,5.10702591327572e-14,False,1.0,True
-0.22908383774360852,-0.15414644006779654,1.0,-0.3435829648306954,1.3435829643657315,True,-1.0,False
-1.6472890297386549,0.3373340794550923,1.0,-0.9268094079888122,1.9268094078683118,True,-1.0,False
-0.5624144118595631,-0.029439427366073745,1.0,-0.47380094516913834,1.4738009454438006,True,-1.0,False
-0.37686077816758823,0.405737445747443,1.0,-0.024591820969490537,1.024591821012487,True,-1.0,False
-1.2577283913566313,-0.9670452453909906,1.0,-1.6396369910252246,2.6396369908354833,True,-1.0,False
2.629247112028298,-0.787422581274031,1.0,1.0986232882802678,2.2088555371123926e-13,False,1.0,True
-0.5967855784546396,2.336913528321314,1.0,1.269839730810334,5.040412531798211e-14,False,1.0,True
3.405067169240407,-0.6715666288253417,1.0,1.7048951944609885,5.10702591327572e-14,False,1.0,True
0.13175104321196945,0.8415555509405095,1.0,0.6415354000702911,0.35846459997463154,True,1.0,True
2.2286976444055924,-0.48685707842823744,1.0,1.0546628255022534,2.3314561119585405e-13,False,1.0,True
0.2547221540578902,1.277337576061744,1.0,1.049267890852707,1.7473063801582443e-13,False,1.0,True
0.9347660744666186,0.12384392876990075,1.0,0.6437034664863932,0.35629653326659794,True,1.0,True
0.36617703548395886,-0.8748958083699818,1.0,-0.4828719145077898,1.482871914166039,True,-1.0,False
0.26182625602533477,0.23361250999104488,1.0,0.2748046919149237,0.725195307835276,True,1.0,True
0.732169889626256,-0.05532721881901603,1.0,0.37420472118824216,0.6257952788859691,True,1.0,True
0.971538522545139,1.5127158178198286,1.0,1.7052418586364877,5.062616992290714e-14,False,1.0,True
0.6554293276684661,0.8517564083992035,1.0,0.9999999994616009,2.2164200531336856e-13,False,1.0,True
0.5531553475778673,0.5000843930914142,1.0,0.6689286983358309,0.3310713016584633,True,1.0,True
-0.22155803354284742,0.816494261673308,1.0,0.3861186176359538,0.6138813823938436,True,1.0,True
0.40271340158651053,2.593168308930595,1.0,2.1307886073838462,4.6629367034256575e-14,False,1.0,True
