Característica_1,Característica_2,Etiqueta_Real,Valor_Decisión,Variable_Holgura_Xi,Invasión_de_Margen,Predicción_SVM,Clasificación_Correcta
2.804717079754431,1.4600158937595045,1.0,3.5785377454091662,3.52888357646741e-14,False,1.0,True
3.2504511958064572,3.440564716391214,1.0,5.600815784121734,3.641517063386049e-14,False,1.0,True
0.5489648113461636,1.197820493137682,1.0,1.0000000000246134,3.43470764417358e-14,False,1.0,True
2.6278404031672853,2.183757407656418,1.0,3.9601259134477758,3.4881931582514795e-14,False,1.0,True
2.483198842495711,1.6469560724264198,1.0,3.3869456251826504,3.1903543485003115e-14,False,1.0,True
3.3793979748628287,3.277791935428948,1.0,5.608791570233184,4.1371023332335566e-14,False,1.0,True
2.566030697561216,3.6272412069680326,1.0,5.027269490866665,3.3185107466744043e-14,False,1.0,True
2.9675093422520455,1.6407075371167616,1.0,3.8915049151491976,3.1999620098274425e-14,False,1.0,True
2.868750784082499,1.541117399171001,1.0,3.7095067278806244,3.448675398569612e-14,False,1.0,True
3.3784503013072724,2.450074089013747,1.0,4.9585934180486,3.2200401118658256e-14,False,1.0,True
2.3151376364547396,1.8190704555960586,1.0,3.3451511138712995,3.4820161489558974e-14,False,1.0,True
3.7225413386740303,2.3454705179311977,1.0,5.238509323455554,2.8901393484917156e-14,False,1.0,True
2.0716721778368927,2.1478664495117705,1.0,3.346926276484858,2.8206817640598855e-14,False,1.0,True
3.032309185553349,2.865444064364078,1.0,4.920263386924217,3.393729646399449e-14,False,1.0,True
2.912732611595988,2.9308210030078827,1.0,4.845754223155354,3.2453167345674754e-14,False,1.0,True
4.641647600870462,2.0935849836153846,1.0,6.0077831419585594,2.4716286415419224e-14,False,1.0,True
1.9877572709284625,1.6862272717521223,1.0,2.89657779921623,3.1332578446481e-14,False,1.0,True
3.1159794225754958,3.6289722927208916,1.0,5.607134153597273,4.401750765803223e-14,False,1.0,True
2.386052542345125,1.659843523037472,1.0,3.2948626026399124,3.2143559355383244e-14,False,1.0,True
1.6755187843087604,3.150592787824701,1.0,3.716666208365413,3.4551906702038103e-14,False,1.0,True
3.2432541712034424,3.043154268305195,1.0,5.281545372246449,3.082066893630549e-14,False,1.0,True
1.8344902927113056,2.7321613230667197,1.0,3.5557059229404704,3.31238407687244e-14,False,1.0,True
2.616685809140728,2.718688596729013,1.0,4.36795292730993,3.387949051344672e-14,False,1.0,True
3.3714287779481897,2.723595548774682,1.0,5.16573747885766,3.28245986530015e-14,False,1.0,True
3.178913563071895,2.5675790694888914,1.0,4.840857270018986,3.641911456107659e-14,False,1.0,True
2.789119398689984,3.1312882258385404,1.0,4.872953729044403,3.75391591378638e-14,False,1.0,True
1.0428441801443336,2.1803287836426986,1.0,2.290133509328709,3.2714671048459857e-14,False,1.0,True
2.0296273457072047,1.861122151756658,1.0,3.077796875285168,3.172310602312666e-14,False,1.0,True
2.2248577487733163,3.994941311234396,1.0,4.956776861735167,3.2994965945622274e-14,False,1.0,True
1.6341688843067568,3.468278354591481,1.0,3.922338351171163,3.909353719981567e-14,False,1.0,True
0.8171302283841952,2.1651149700142254,1.0,2.04076589193945,3.191125646840125e-14,False,1.0,True
2.6627530651050058,3.086222331359278,1.0,4.704678950436841,2.7788549019369678e-14,False,1.0,True
3.211226579792855,3.293347235199925,1.0,5.444087667312936,3.446961056774613e-14,False,1.0,True
2.1512749277515626,2.0376482073354327,1.0,3.3442155869162464,2.6689770423327622e-14,False,1.0,True
3.357975881257154,2.308695675118385,1.0,4.826168909986159,2.9724550843228605e-14,False,1.0,True
1.2243136766620781,1.3667127859965194,1.0,1.842885697273078,3.223034895488864e-14,False,1.0,True
1.5805477139983886,2.997160744053764,1.0,3.4964225405948293,3.256047350929408e-14,False,1.0,True
2.642425736070565,3.1904853540677682,1.0,4.765072326825565,3.4680027423694666e-14,False,1.0,True
2.0727473536634657,2.6585396910767143,1.0,3.7485919803179737,3.102914794048627e-14,False,1.0,True
3.125590393967337,2.1906534602797616,1.0,4.489132243903569,3.4239438330147517e-14,False,1.0,True
2.9567752375574115,1.8380740589333486,1.0,4.035013247881116,3.256816441207274e-14,False,1.0,True
2.1369461534349283,2.118262106001671,1.0,3.3923703748938907,3.315557751355766e-14,False,1.0,True
1.3041603544109603,2.9869724807855818,1.0,3.197691777650177,2.9784826895329867e-14,False,1.0,True
2.030597659797276,2.5124941187276875,1.0,3.5897060492289423,3.492668439009498e-14,False,1.0,True
2.980746658905909,2.946531176029944,1.0,4.929622070529172,3.685064141949802e-14,False,1.0,True
3.165385108972786,2.4015145154905766,1.0,4.696377423287593,3.171388015202306e-14,False,1.0,True
2.0767016879558464,2.420281789093601,1.0,3.5658796073232812,2.907467229380068e-14,False,1.0,True
0.8126655660419702,1.0528875275769127,1.0,1.1637196246111527,3.1878611886549656e-14,False,1.0,True
1.1773003876455976,1.5027531723985184,1.0,1.9001311797675051,3.2801433882531445e-14,False,1.0,True
2.8997742267234368,1.5945209446399393,1.0,3.7840270124522837,3.1241898450627105e-14,False,1.0,True
-2.8781625540393896,-1.2007717022139346,-1.0,-4.486374198287032,3.3251029284132774e-14,False,-1.0,True
-2.856263971061426,-1.7624844315329136,-1.0,-4.903904779310559,3.0371888778812043e-14,False,-1.0,True
-3.4336176800098768,-2.70543755786763,-1.0,-6.250823180390839,3.1567178321816376e-14,False,-1.0,True
-3.450022054910581,-2.8390330759005624,-1.0,-6.3728619569770055,3.3789069142685107e-14,False,-1.0,True
-1.6596918625426045,-4.2273204231923485,-1.0,-5.5784329241671005,3.21821985243211e-14,False,-1.0,True
-2.0655763564541427,-2.262264397667722,-1.0,-4.464148479777428,3.3310614666061177e-14,False,-1.0,True
-3.0941499556967944,-3.946057854388455,-1.0,-6.866779003128233,3.273518292775944e-14,False,-1.0,True
-2.4278704922861305,-3.0294927090638026,-1.0,-5.447013836052454,2.933638847861693e-14,False,-1.0,True
-2.267323788645296,-2.478147854476557,-1.0,-4.845695597552673,3.3376992590972153e-14,False,-1.0,True
-0.8982211086790846,-2.7393556274730244,-1.0,-3.610369249478998,3.2648957028287937e-14,False,-1.0,True
-3.523497492621865,-2.320724365043684,-1.0,-6.043629490776261,3.265789750886545e-14,False,-1.0,True
-2.280003316028235,-1.1408124247595635,-1.0,-3.810125576748293,2.4064753008545686e-14,False,-1.0,True
-1.6648887540854216,-2.1431289408504908,-1.0,-3.9492125056092258,3.304220853917148e-14,False,-1.0,True
-1.0366971087804382,-3.688763054322851,-1.0,-4.500681810912393,2.2707004242544728e-14,False,-1.0,True
-3.139751532749748,-3.426575941405525,-1.0,-6.507305045107536,3.3408258228681983e-14,False,-1.0,True
-2.889809803155768,-3.876686147556309,-1.0,-6.597417616031826,3.174664691160573e-14,False,-1.0,True
-1.8648490531855957,-2.7222226970987733,-1.0,-4.613755248446642,3.956979280337562e-14,False,-1.0,True
-3.970806294502658,-3.515579081207542,-1.0,-7.451323064214406,3.2137364889663076e-14,False,-1.0,True
-2.1864861525498047,-1.6618734321056188,-1.0,-4.120434273380184,5.4726068188791636e-14,False,-1.0,True
-0.5032691083082135,0.41386246600732957,-1.0,-0.7217544785019967,0.27824552148462495,True,-1.0,True
-2.0855905667240036,-3.489538120031864,-1.0,-5.447785642486925,3.4638958368304884e-14,False,-1.0,True
-4.632046280731309,-2.232288537656164,-1.0,-7.140381347419196,3.952393967665557e-14,False,-1.0,True
-3.312941095310326,-2.915357260179685,-1.0,-6.2885256429144185,3.2862601528904634e-14,False,-1.0,True
