Característica_1,Característica_2,Etiqueta_Real,Valor_Decisión,Multiplicador_Alpha,Es_Vector_Soporte,Predicción_SVM,Clasificación_Correcta
0.35938512991879507,1.1039068121268492,1.0,0.2623214324754609,0.9999999999900212,True,1.0,True
0.6576134349289668,0.030441931264556958,1.0,0.10480530581177527,0.999999999989569,True,1.0,True
0.29612230809681334,-1.2533913801437921,1.0,0.31602298700798215,0.999999999989927,True,1.0,True
-0.5333273223889818,-0.899881572814011,1.0,0.7474759090613504,0.9999999999909465,True,1.0,True
-0.039270980754324704,-0.13569774867212805,1.0,0.48080209973579974,0.9999999999904128,True,1.0,True
0.2808019193905701,-1.4362409168890673,1.0,0.32859665836923135,0.999999999989961,True,1.0,True
-1.1038807517434353,0.2914583834937086,1.0,1.0496056184074893,8.792335945491322e-13,False,1.0,True
-1.0708157048213842,-0.49358097955309993,1.0,1.0367597413194565,2.0389117348699223e-12,False,1.0,True
0.12268281751511535,0.14791351446211218,1.0,0.3922840720234836,0.9999999999902365,True,1.0,True
0.5080761494225151,0.4452701267316804,1.0,0.18406378942122403,0.9999999999897765,True,1.0,True
-0.2728271944826302,-0.4846859449107281,1.0,0.6077673946501415,0.9999999999906949,True,1.0,True
-1.3672858973024886,0.2510762838017841,1.0,1.1914303719028227,0.0,False,1.0,True
-0.8857952950202911,-0.3848790124792659,1.0,0.9372180627917207,0.9999999999838557,True,1.0,True
0.11613424085924376,-1.2286660859290002,1.0,0.4086487182737053,0.9999999999901709,True,1.0,True
-0.44073492032086203,-0.4981355953789613,1.0,0.6978742980794104,0.999999999990897,True,1.0,True
-0.3217246227788592,-0.11259440316531728,1.0,0.6327333653566877,0.9999999999907682,True,1.0,True
-0.7749757621310028,-0.3023775976913944,1.0,0.8774466929805156,0.9999999999908404,True,1.0,True
-0.031831140499030464,0.09027858767187967,1.0,0.4757111721213078,0.9999999999904221,True,1.0,True
1.218245865343082,0.23888713756828506,1.0,-0.19836725727780657,0.9999999999888842,True,-1.0,False
-0.8735791729398463,0.36689130968417905,1.0,0.9250897936926761,0.9999999999833232,True,1.0,True
0.2509526952388975,1.1090946954632723,1.0,0.31925604581623357,0.9999999999901371,True,1.0,True
-0.44635083600687725,0.28908549059475075,1.0,0.6971973992336914,0.9999999999909437,True,1.0,True
0.8808328699544445,-1.1593991668002848,1.0,0.011250851503194714,0.9999999999892482,True,1.0,True
0.13495954520558665,1.3328664337432674,1.0,0.3777798236697939,0.9999999999902769,True,1.0,True
1.0901058016764338,0.418212021962703,1.0,-0.12930288898195508,0.9999999999890633,True,-1.0,False
-0.057199067765663816,0.28630015103711887,1.0,0.48831660345867833,0.9999999999904557,True,1.0,True
-0.18936888147081146,0.6739833389635287,1.0,0.5558732188524602,0.9999999999906534,True,1.0,True
-0.03453626546502687,-0.05589703602427931,1.0,0.47787281320025454,0.9999999999904203,True,1.0,True
-0.21673331612965754,-0.08116942925129637,1.0,0.576068705870802,0.9999999999906561,True,1.0,True
0.21657641579884035,-1.001421674072594,1.0,0.3523145524038154,0.999999999990067,True,1.0,True
-0.5728142789630278,-0.9591104247056754,1.0,0.7683676710991918,0.9999999999909722,True,1.0,True
-1.207375307408615,0.8052414559363638,1.0,1.0907008319286184,0.0,False,1.0,True
0.19133680073617776,-0.4497278040072883,1.0,0.3589214041115902,0.9999999999901157,True,1.0,True
0.27691823917405967,0.48177502514397896,1.0,0.30807739349268926,0.999999999990073,True,1.0,True
0.6971741848950083,0.1001705580371081,1.0,0.08313277809606756,0.9999999999895189,True,1.0,True
0.23991813340330131,0.15235790123613532,1.0,0.32916773582024506,0.999999999990083,True,1.0,True
-0.03367557623325435,-0.1919506448277447,1.0,0.47806360931561354,0.999999999990405,True,1.0,True
-0.6931846209195838,0.16929036948604145,1.0,0.8308596252406959,0.9999999999907917,True,1.0,True
0.18007397207164305,0.28882699515005006,1.0,0.3608001755973481,0.9999999999901671,True,1.0,True
-1.0046993439485783,-0.0065954592346711425,1.0,1.0,0.2278960628528259,True,1.0,True
0.37768008003763087,0.5360380653775724,1.0,0.25390729583208105,0.9999999999899509,True,1.0,True
-0.4133256200681386,-1.1786458894524219,1.0,0.6842370570492545,0.9999999999908294,True,1.0,True
-0.9908578363223473,0.348620105033534,1.0,0.9881237778454615,0.9999999999954714,True,1.0,True
-0.3436092514419234,0.31854630633895054,1.0,0.6418209577277187,0.9999999999908261,True,1.0,True
-0.39703617450042444,1.1835704982929502,1.0,0.6559353299221967,0.9999999999909077,True,1.0,True
-0.8247849010824616,-0.8814378179515471,1.0,0.9027637094773373,0.9999999999913277,True,1.0,True
-0.37555827207868736,0.4435874730635847,1.0,0.657723722369634,0.9999999999908712,True,1.0,True
0.36854715601044824,0.22632379174013506,1.0,0.25964596360344766,0.9999999999899386,True,1.0,True
0.7549984408103473,0.6913954067699397,1.0,0.05173698490784623,0.9999999999894926,True,1.0,True
0.2036500020064464,-0.049707939018408316,1.0,0.3496399387003113,0.999999999990117,True,1.0,True
1.7815874835360563,-3.4274945192880786,-1.0,-0.16191258689625898,0.9999999999919083,True,-1.0,True
2.820495485496005,-2.1550374438429136,-1.0,-0.8384337176824637,0.9999999999923358,True,-1.0,True
1.8442698553163885,2.236456749779047,-1.0,-0.4856809271005502,0.9999999999920072,True,-1.0,True
-3.728063636656851,-1.316736786364212,-1.0,2.4493340517515882,0.999999999985611,True,1.0,False
2.8471503295979788,2.312765868797694,-1.0,-1.000219699496616,0.7640693202431746,True,-1.0,True
-1.6781637654107298,-3.1570221360655513,-1.0,1.2790890789054237,0.9999999999882362,True,1.0,False
-0.6189077356582134,3.113116997470688,-1.0,0.6534278161071345,0.9999999999891825,True,1.0,False
-1.5672764043306506,-2.4499420787557074,-1.0,1.2548517741415386,0.9999999999882647,True,1.0,False
-0.3809375214589755,-2.6170066985894227,-1.0,0.681019144625884,0.9999999999896317,True,1.0,False
0.45051269862773885,-3.8274810550163423,-1.0,0.39357911294417147,0.9999999999905239,True,1.0,False
2.4816121563718196,1.9943220247598668,-1.0,-0.829525683281283,0.999999999992757,True,-1.0,True
2.4221532939065353,-1.4117500672772263,-1.0,-0.7523698647836381,0.9999999999927957,True,-1.0,True
0.3669055009290378,2.9360988250068574,-1.0,0.23705505038408914,0.999999999990249,True,1.0,False
3.276179924831054,0.7846376950860767,-1.0,-1.305887659224967,0.0,False,-1.0,True
-2.602552224739187,-0.9342522022037345,-1.0,1.8580836881355363,0.9999999999868456,True,1.0,False
-2.6069020067434856,2.7440284490652718,-1.0,1.5493501142366635,0.9999999999870345,True,1.0,False
1.748300651200354,-3.190122729668046,-1.0,-0.1890060343054596,0.9999999999919099,True,-1.0,True
1.2809497193437511,-3.3421251640779293,-1.0,0.02105856683265883,0.9999999999914089,True,1.0,False
-1.288991309258892,2.872156696938387,-1.0,0.9618035805198908,0.9999999999884508,True,1.0,False
3.291377330481804,-1.0035255015750946,-1.0,-1.2351663582536714,0.0,False,-1.0,True
-0.8584579117632186,3.265182730640754,-1.0,0.7372937352976543,0.999999999988933,True,1.0,False
-3.4592311481374143,-0.3282464590971914,-1.0,2.322257498337022,0.9999999999858056,True,1.0,False
-0.09842380707854005,2.6248218149691764,-1.0,0.4575704547833248,0.9999999999897353,True,1.0,False
2.874873011944545,-1.2217512929386163,-1.0,-1.0005455572710011,0.4638267425906089,True,-1.0,True
1.3098094803144578,2.2023627864276882,-1.0,-0.215928110990101,0.9999999999913884,True,-1.0,True
3.112805917811698,0.9024583390609084,-1.0,-1.215848197781395,0.0,False,-1.0,True
-2.7492088689690206,1.1876988805802975,-1.0,1.8589963780449403,0.9999999999866545,True,1.0,False
2.7136694211270753,-0.1300998922436891,-1.0,-0.9963704916979839,1.0,True,-1.0,True
2.06351497854108,-1.6707739470547367,-1.0,-0.5462314088620845,0.9999999999924476,True,-1.0,True
-0.029574174536586006,-3.3813375285167337,-1.0,0.551533336536272,0.9999999999900532,True,1.0,False
2.132170063373419,-1.746074882969756,-1.0,-0.571103955720395,0.9999999999925218,True,-1.0,True
3.0484679203211926,-2.4126542441481202,-1.0,-0.8940652511980292,0.9999999999846908,True,-1.0,True
-3.347950788340542,-0.3985676539312083,-1.0,2.263884448717615,0.9999999999859644,True,1.0,False
-1.215667809076655,2.7648494172208773,-1.0,0.9430548302689856,0.9999999999885022,True,1.0,False
0.4668713487931942,-3.3540356058709753,-1.0,0.3473315739384444,0.9999999999905667,True,1.0,False
-1.3354875601341858,-2.1537576573632733,-1.0,1.1482207310442074,0.9999999999884882,True,1.0,False
-2.7608902724019817,2.807856740464083,-1.0,1.602849506670288,0.9999999999869014,True,1.0,False
2.672113714314784,1.8029063860162569,-1.0,-0.9413792759291124,0.9999999999926886,True,-1.0,True
-0.07410701770017476,-3.6733553919075796,-1.0,0.5836668187709635,0.9999999999899992,True,1.0,False
-0.20523512064614147,2.6160567871641813,-1.0,0.506637303065339,0.9999999999896136,True,1.0,False
2.978757210654405,-1.2489294239277517,-1.0,-1.0495336240579802,3.965304458959648e-12,False,-1.0,True
0.18349472858315918,3.2308539412104516,-1.0,0.30844753498464006,0.9999999999900335,True,1.0,False
2.801122714661965,2.7232933158093307,-1.0,-0.9442840572058946,0.9999999999929237,True,-1.0,True
1.6380624737302303,-2.930900185641483,-1.0,-0.184024438149484,0.999999999991835,True,-1.0,True
1.8329359334074664,2.6355168090918553,-1.0,-0.46094137075156927,0.9999999999919351,True,-1.0,True
1.2470095802391075,2.6187125826479387,-1.0,-0.17406695563949637,0.9999999999912651,True,-1.0,True
-2.4317239882216812,-1.7523830703283907,-1.0,1.7344827766496764,0.9999999999871496,True,1.0,False
2.313630466159486,-2.3263988315978863,-1.0,-0.5757701595335794,0.9999999999926479,True,-1.0,True
1.0430284001804866,2.9811700834027866,-1.0,-0.07027147626302233,0.9999999999910093,True,-1.0,True
-0.9370318639930159,2.3526820481010495,-1.0,0.859485303794697,0.9999999999887872,True,1.0,False
