Característica_1,Característica_2,Etiqueta_Real,Valor_Decisión,Multiplicador_Alpha,Es_Vector_Soporte,Predicción_SVM,Clasificación_Correcta
9.19283682621324,1.948583070778618,-1,-2.326032274345612,3.1665403626031242e-09,False,-1.0,True
2.3878017958022184,-3.7681717420675644,-1,0.34472030638878426,0.9999999999999991,True,1.0,False
5.733896279731705,-1.0751737966209114,-1,-0.6372668689889665,0.9999999999999999,True,-1.0,True
7.122953197708871,10.275589121812805,-1,-0.535977905323826,0.9999999999999999,True,-1.0,True
3.9353020736780993,-1.9480715678001697,-1,0.12007204176194364,0.9999999999999992,True,1.0,False
2.3802471503459306,3.949928895550164,-1,1.0434133377516557,0.9999999999999984,True,1.0,False
2.238883308052406,-2.6900312772980617,-1,0.6388146589876763,0.9999999999999988,True,1.0,False
2.1432985003775427,2.3402440069495434,-1,1.131027212616291,0.9999999999999983,True,1.0,False
3.174924293083729,3.391812951846844,-1,0.9600917944011629,0.9999999999999986,True,1.0,False
6.351746789526086,7.727174066864841,-1,-0.029065049744030347,0.9999999999999994,True,-1.0,True
-0.8104137708452928,-2.65927549768696,-1,1.182679522124921,0.9999999999999983,True,1.0,False
2.6511004772423985,0.06656792656644966,-1,0.9301663270554377,0.9999999999999986,True,1.0,False
8.18503445814795,2.7009764926129725,-1,-1.3555129925249765,2.635597326372392e-09,False,-1.0,True
0.34212591399015474,-0.9682792608579341,-1,1.2370054335370035,0.9999999999999982,True,1.0,False
4.342379194647852,4.861083312492756,-1,0.6807586000554536,0.9999999999999988,True,1.0,False
4.0756561753460305,2.9770611803676816,-1,0.741001723617072,0.9999999999999987,True,1.0,False
0.2300550157100052,-1.5647577252734433,-1,1.2082061464856684,0.9999999999999982,True,1.0,False
4.418010915982989,1.418670333419514,-1,0.5041383847925348,0.9999999999999989,True,1.0,False
4.948703550565112,-4.114333524964809,-1,-1.099526994847086,1.1762084700767533e-08,False,-1.0,True
-1.237063356955228,-0.18821495375647507,1,1.206947626491886,9.973701499390755e-10,False,1.0,True
-1.578161234812174,0.5728081925090146,1,1.1080730533593008,3.5747242940010144e-09,False,1.0,True
-3.557336373550013,1.662949903624244,1,0.35189277310805744,0.9999999999999992,True,1.0,True
4.733210788209759,3.3049637282937727,-1,0.5473793708501116,0.9999999999999989,True,1.0,False
4.208524209049898,-5.128366513937131,-1,-0.999999999994515,0.1707479777773883,True,-1.0,True
4.9496320739837385,-1.5437522881334131,-1,-0.3011719605106731,0.9999999999999996,True,-1.0,True
7.0985628549120525,2.0186103371086306,-1,-0.765286414857405,1.0,True,-1.0,True
3.51026260397183,2.171625115644836,-1,0.8625623808814936,0.9999999999999986,True,1.0,False
3.064053886063118,-1.876552347687516,-1,0.5064650829034347,0.9999999999999989,True,1.0,False
4.007264143655831,0.5372421605295618,-1,0.5503237365356476,0.9999999999999988,True,1.0,False
1.7153097265431418,-1.5237050229684252,-1,0.9773061349865988,0.9999999999999984,True,1.0,False
6.059445513505045,-0.7571774508791143,-1,-0.7553473394867094,1.0,True,-1.0,True
2.9022361049997762,4.005295512374858,-1,0.9840374591904754,0.9999999999999984,True,1.0,False
4.554782688815774,0.33753615390505487,-1,0.29498081468452886,0.9999999999999991,True,1.0,False
4.990602722476017,-1.1325889056920784,-1,-0.22064640211452713,0.9999999999999996,True,-1.0,True
2.9853407889708534,0.7584232425067502,-1,0.9065302448292103,0.9999999999999986,True,1.0,False
2.7663691577777527,-0.35435594247278096,-1,0.8508191619467401,0.9999999999999986,True,1.0,False
1.296198765020818,0.913196276238874,-1,1.2206266525320453,0.9999999999999982,True,1.0,False
-3.749313395938483,-1.41347311764252,1,0.7396250909273472,0.9999999999999996,True,1.0,True
-0.9980689008800878,-3.351292923173814,-1,1.1276053040486482,0.9999999999999983,True,1.0,False
0.7652641153962589,0.8862439528803258,-1,1.2564683439931694,0.9999999999999982,True,1.0,False
-2.1509534707304176,-1.9239916158362222,-1,1.1310557556175334,0.9999999999999983,True,1.0,False
-0.09333138656721524,2.260752006193166,-1,1.1618823672272758,0.9999999999999983,True,1.0,False
9.087999677261315,2.018673099337023,-1,-2.218724789029865,3.131942242649086e-09,False,-1.0,True
0.9904537655030474,0.984930020381699,-1,1.2446294725166298,0.9999999999999982,True,1.0,False
-0.2935465509280985,-0.13709909082096444,-1,1.2719774671365562,0.9999999999999982,True,1.0,False
5.380940406937093,-0.13487697768516616,-1,-0.20316737517230465,0.9999999999999994,True,-1.0,True
-4.581936672186453,1.484220317772353,1,-0.08892614787869979,0.9999999999999988,True,-1.0,False
1.7000068868371638,2.352271793659259,-1,1.1750469150541356,0.9999999999999983,True,1.0,False
-2.1364452772841007,0.09582960948792937,1,1.0383642000587858,7.051101159538935e-09,False,1.0,True
-1.567478997208158,-1.2084332137934013,1,1.1969596337641109,1.5142776448906962e-09,False,1.0,True
-3.5429055574637482,-1.2824955784727416,1,0.7923760949237808,0.9999999999999997,True,1.0,True
-3.1578140501813756,-1.6889585955389248,1,0.9279892870512396,1.6323477850126417e-08,False,1.0,True
-3.4504885435159105,-0.49821871415012675,1,0.7418794752833707,0.9999999999999996,True,1.0,True
3.3025509513789872,-1.1309378049443044,-1,0.5557441104310862,0.9999999999999988,True,1.0,False
-0.6746192855718274,-2.1164097168640006,-1,1.2170730800553031,0.9999999999999982,True,1.0,False
-2.858158440046537,0.15272313623647238,1,0.8485105876443856,0.9999999999999997,True,1.0,True
4.648738872436686,-2.310332570251561,-1,-0.3392020334842505,0.9999999999999997,True,-1.0,True
2.176862882229085,0.9721160460019883,-1,1.1020351959355374,0.9999999999999983,True,1.0,False
-3.7214589928321997,-1.7876416504638903,1,0.7789203724805083,0.9999999999999996,True,1.0,True
-4.135962943789873,2.403792485458971,1,-0.09126394471659527,0.9999999999999988,True,-1.0,False
-2.3858356631344604,2.7576581297264005,1,0.5753181655108105,0.9999999999999994,True,1.0,True
-2.5788832519685077,3.1386719227438515,1,0.4216945358177031,0.9999999999999992,True,1.0,True
4.759112153866084,3.0116805063752268,-1,0.5212676731602303,0.9999999999999989,True,1.0,False
-2.314132249371503,3.2679896792372247,1,0.49057088722910325,0.9999999999999993,True,1.0,True
1.691607923168992,1.5406765571043688,-1,1.1861228750530404,0.9999999999999982,True,1.0,False
1.8123054050069205,0.7227401911782764,-1,1.1516670689760464,0.9999999999999983,True,1.0,False
-2.785924756666447,2.3106487123078043,1,0.5236502186670766,0.9999999999999993,True,1.0,True
-3.5186483396476467,-0.6583094692607147,1,0.7378719939247511,0.9999999999999996,True,1.0,True
4.330002649084511,9.20252568573464,1,0.17729850958463444,0.9999999999999989,True,1.0,True
